,InvoiceDate,item_sku,Quantity,TotalPrice,Week,Weekday,Day,UnitPrice
402,2011-03-10,22386,106,176.7,10,3,10,1.6669811320754715
403,2011-03-10,22423,12,153.0,10,3,10,12.75
404,2011-03-10,47566,20,99.0,10,3,10,4.95
405,2011-03-10,79321,39,195.45000000000002,10,3,10,5.011538461538462
406,2011-03-10,84879,64,108.16,10,3,10,1.69
407,2011-03-11,22386,3,5.85,10,4,11,1.95
408,2011-03-11,22423,34,375.9,10,4,11,11.055882352941175
409,2011-03-11,47566,63,271.85,10,4,11,4.315079365079366
410,2011-03-11,79321,57,282.15,10,4,11,4.949999999999999
411,2011-03-11,84879,216,326.64,10,4,11,1.5122222222222221
412,2011-03-13,47566,2,9.9,10,6,13,4.95
413,2011-03-13,79321,5,28.75,10,6,13,5.75
414,2011-03-13,84879,34,57.46,10,6,13,1.69
415,2011-03-14,22386,20,39.0,11,0,14,1.95
416,2011-03-14,22423,38,426.9,11,0,14,11.234210526315788
417,2011-03-14,47566,93,400.35,11,0,14,4.304838709677419
418,2011-03-14,79321,39,205.05,11,0,14,5.257692307692308
419,2011-03-14,84879,272,421.28,11,0,14,1.5488235294117647
420,2011-03-15,21137,8,30.0,11,1,15,3.75
421,2011-03-15,22386,14,27.299999999999997,11,1,15,1.9499999999999997
422,2011-03-15,22423,9,114.75,11,1,15,12.75
423,2011-03-15,47566,12,59.400000000000006,11,1,15,4.95
424,2011-03-15,79321,8,46.0,11,1,15,5.75
425,2011-03-15,84879,363,536.6700000000001,11,1,15,1.4784297520661158
426,2011-03-16,21137,24,81.36,11,2,16,3.39
427,2011-03-16,22386,110,184.5,11,2,16,1.6772727272727272
428,2011-03-16,22423,59,694.65,11,2,16,11.773728813559321
429,2011-03-16,47566,95,470.25,11,2,16,4.95
430,2011-03-16,79321,6,34.5,11,2,16,5.75
431,2011-03-16,84879,176,297.44,11,2,16,1.69
432,2011-03-17,21137,24,81.36,11,3,17,3.39
434,2011-03-17,22423,61,545.15,11,3,17,8.936885245901639
435,2011-03-17,47566,160,672.0,11,3,17,4.2
436,2011-03-17,84879,64,108.16,11,3,17,1.69
437,2011-03-18,21137,48,162.72,11,4,18,3.39
438,2011-03-18,22386,30,58.5,11,4,18,1.95
439,2011-03-18,22423,68,780.5999999999999,11,4,18,11.479411764705882
440,2011-03-18,47566,74,326.3,11,4,18,4.40945945945946
441,2011-03-18,79321,28,141.8,11,4,18,5.064285714285715
442,2011-03-18,84879,37,62.53,11,4,18,1.69
443,2011-03-20,21137,13,48.75,11,6,20,3.75
444,2011-03-20,22386,40,78.0,11,6,20,1.95
445,2011-03-20,22423,48,554.4,11,6,20,11.549999999999999
446,2011-03-20,47566,146,634.7,11,6,20,4.347260273972603
447,2011-03-20,84879,56,94.64,11,6,20,1.69
448,2011-03-21,22386,140,243.0,12,0,21,1.7357142857142858
449,2011-03-21,22423,43,490.65,12,0,21,11.410465116279068
450,2011-03-21,47566,28,138.60000000000002,12,0,21,4.950000000000001
451,2011-03-21,79321,5,28.75,12,0,21,5.75
452,2011-03-21,84879,122,206.18,12,0,21,1.69
453,2011-03-22,22386,20,39.0,12,1,22,1.95
454,2011-03-22,22423,38,455.7,12,1,22,11.992105263157894
455,2011-03-22,47566,44,217.8,12,1,22,4.95
456,2011-03-22,79321,5,28.75,12,1,22,5.75
457,2011-03-22,84879,69,116.61,12,1,22,1.69
458,2011-03-23,21137,60,207.72,12,2,23,3.462
459,2011-03-23,22386,122,207.9,12,2,23,1.7040983606557378
460,2011-03-23,22423,83,914.2499999999999,12,2,23,11.015060240963853
461,2011-03-23,47566,122,523.9000000000001,12,2,23,4.2942622950819676
462,2011-03-23,79321,10,57.5,12,2,23,5.75
463,2011-03-23,84879,56,94.64,12,2,23,1.69
464,2011-03-24,21137,11,41.25,12,3,24,3.75
465,2011-03-24,22086,40,102.0,12,3,24,2.55
466,2011-03-24,22386,14,27.3,12,3,24,1.95
467,2011-03-24,22423,28,357.0,12,3,24,12.75
468,2011-03-24,47566,17,84.15,12,3,24,4.95
469,2011-03-24,84879,80,135.2,12,3,24,1.69
470,2011-03-25,21137,24,81.36,12,4,25,3.39
471,2011-03-25,22386,271,468.45,12,4,25,1.7285977859778598
472,2011-03-25,22423,29,369.75,12,4,25,12.75
473,2011-03-25,47566,22,108.9,12,4,25,4.95
474,2011-03-25,84879,40,67.6,12,4,25,1.69
475,2011-03-27,21137,12,45.0,12,6,27,3.75
476,2011-03-27,22423,59,665.8499999999999,12,6,27,11.285593220338981
477,2011-03-27,47566,36,178.20000000000002,12,6,27,4.95
478,2011-03-27,84879,8,13.52,12,6,27,1.69
479,2011-03-28,21137,8,30.0,13,0,28,3.75
480,2011-03-28,22386,112,188.4,13,0,28,1.6821428571428572
481,2011-03-28,22423,29,369.75,13,0,28,12.75
482,2011-03-28,47566,33,163.35000000000002,13,0,28,4.950000000000001
483,2011-03-28,79321,4,23.0,13,0,28,5.75
484,2011-03-28,84879,96,162.24,13,0,28,1.6900000000000002
485,2011-03-29,21137,24,81.36,13,1,29,3.39
486,2011-03-29,22386,291,483.45,13,1,29,1.6613402061855669
487,2011-03-29,22423,39,439.65,13,1,29,11.273076923076923
488,2011-03-29,47566,74,326.30000000000007,13,1,29,4.409459459459461
489,2011-03-29,79321,48,237.60000000000002,13,1,29,4.95
490,2011-03-29,84879,24,40.56,13,1,29,1.6900000000000002
491,2011-03-30,22386,12,23.66,13,2,30,1.9716666666666667
492,2011-03-30,22423,77,895.3499999999999,13,2,30,11.627922077922078
493,2011-03-30,47566,125,538.7500000000001,13,2,30,4.3100000000000005
494,2011-03-30,84879,16,27.04,13,2,30,1.69
495,2011-03-31,21137,8,30.0,13,3,31,3.75
496,2011-03-31,22386,222,402.46000000000004,13,3,31,1.8128828828828831
497,2011-03-31,22423,114,1266.2999999999997,13,3,31,11.107894736842104
498,2011-03-31,47566,5,24.75,13,3,31,4.95
499,2011-03-31,79321,5,28.75,13,3,31,5.75
500,2011-03-31,84879,212,319.88,13,3,31,1.5088679245283019
501,2011-04-01,22386,16,31.98,13,4,1,1.99875
502,2011-04-01,22423,25,318.75,13,4,1,12.75
503,2011-04-01,47566,16,79.2,13,4,1,4.95
504,2011-04-01,79321,5,28.75,13,4,1,5.75
505,2011-04-01,84879,117,197.73000000000002,13,4,1,1.6900000000000002
506,2011-04-03,21137,4,15.0,13,6,3,3.75
507,2011-04-03,22086,3,8.850000000000001,13,6,3,2.9500000000000006
508,2011-04-03,22386,4,8.32,13,6,3,2.08
509,2011-04-03,22423,16,175.2,13,6,3,10.95
510,2011-04-03,47566,13,64.35000000000001,13,6,3,4.950000000000001
511,2011-04-04,21137,2,7.5,14,0,4,3.75
512,2011-04-04,22386,30,62.400000000000006,14,0,4,2.08
513,2011-04-04,22423,58,710.7,14,0,4,12.25344827586207
514,2011-04-04,47566,35,173.25,14,0,4,4.95
515,2011-04-04,84879,139,234.91,14,0,4,1.69
516,2011-04-05,22386,30,61.1,14,1,5,2.0366666666666666
517,2011-04-05,22423,20,255.0,14,1,5,12.75
518,2011-04-05,47566,30,148.5,14,1,5,4.95
519,2011-04-05,79321,1,5.75,14,1,5,5.75
520,2011-04-05,84879,248,380.72,14,1,5,1.5351612903225809
521,2011-04-06,22423,37,414.15,14,2,6,11.193243243243243
522,2011-04-06,47566,28,138.60000000000002,14,2,6,4.950000000000001
523,2011-04-06,79321,1,5.75,14,2,6,5.75
524,2011-04-06,84879,32,54.08,14,2,6,1.69
525,2011-04-07,21137,9,33.75,14,3,7,3.75
526,2011-04-07,22086,8,23.6,14,3,7,2.95
527,2011-04-07,22386,18,37.44,14,3,7,2.08
528,2011-04-07,22423,99,1147.05,14,3,7,11.586363636363636
529,2011-04-07,47566,124,533.8000000000001,14,3,7,4.30483870967742
530,2011-04-07,84879,57,96.33,14,3,7,1.69
531,2011-04-08,22386,30,61.1,14,4,8,2.0366666666666666
532,2011-04-08,22423,13,165.75,14,4,8,12.75
533,2011-04-08,47566,169,716.5500000000001,14,4,8,4.239940828402367
534,2011-04-08,84879,232,353.68,14,4,8,1.5244827586206897
535,2011-04-10,22386,10,20.8,14,6,10,2.08
536,2011-04-10,22423,29,326.54999999999995,14,6,10,11.260344827586206
537,2011-04-10,47566,31,153.45000000000002,14,6,10,4.95
538,2011-04-10,84879,37,62.53,14,6,10,1.69
539,2011-04-11,22386,5,10.4,15,0,11,2.08
540,2011-04-11,22423,51,592.65,15,0,11,11.620588235294116
541,2011-04-11,47566,90,405.50000000000006,15,0,11,4.505555555555556
542,2011-04-11,84879,57,96.33,15,0,11,1.69
543,2011-04-12,22423,39,468.45,15,1,12,12.01153846153846
544,2011-04-12,47566,123,528.85,15,1,12,4.2995934959349595
545,2011-04-12,84879,168,283.91999999999996,15,1,12,1.6899999999999997
546,2011-04-13,22386,10,20.8,15,2,13,2.08
548,2011-04-13,47566,30,148.5,15,2,13,4.95
549,2011-04-13,79321,1,5.75,15,2,13,5.75
550,2011-04-13,84879,162,273.78,15,2,13,1.6899999999999997
551,2011-04-14,21137,60,207.72,15,3,14,3.462
552,2011-04-14,22386,58,120.64,15,3,14,2.08
553,2011-04-14,22423,94,1112.1,15,3,14,11.830851063829787
554,2011-04-14,47566,157,737.15,15,3,14,4.695222929936306
555,2011-04-14,84879,280,473.2,15,3,14,1.69
556,2011-04-15,21137,24,81.36,15,4,15,3.39
557,2011-04-15,22386,30,62.400000000000006,15,4,15,2.08
558,2011-04-15,22423,25,289.95,15,4,15,11.597999999999999
559,2011-04-15,47566,27,133.65,15,4,15,4.95
560,2011-04-15,84879,24,40.56,15,4,15,1.6900000000000002
561,2011-04-17,22423,7,89.25,15,6,17,12.75
562,2011-04-17,47566,20,99.0,15,6,17,4.95
563,2011-04-17,84879,124,209.56,15,6,17,1.69
564,2011-04-18,21137,14,52.5,16,0,18,3.75
565,2011-04-18,22386,20,41.6,16,0,18,2.08
566,2011-04-18,22423,18,229.5,16,0,18,12.75
567,2011-04-18,47566,75,331.25000000000006,16,0,18,4.416666666666668
568,2011-04-18,84879,52,87.88,16,0,18,1.69
569,2011-04-19,22386,24,49.92,16,1,19,2.08
570,2011-04-19,22423,23,293.25,16,1,19,12.75
571,2011-04-19,47566,95,422.25,16,1,19,4.4447368421052635
572,2011-04-19,84879,128,216.32,16,1,19,1.69
573,2011-04-20,21137,96,334.08000000000004,16,2,20,3.4800000000000004
574,2011-04-20,22386,70,145.6,16,2,20,2.08
575,2011-04-20,22423,75,869.8499999999999,16,2,20,11.597999999999999
576,2011-04-20,47566,178,793.1,16,2,20,4.45561797752809
577,2011-04-20,84879,16,27.04,16,2,20,1.69
578,2011-04-21,22386,32,66.56,16,3,21,2.08
579,2011-04-21,22423,35,417.45,16,3,21,11.927142857142856
580,2011-04-21,47566,202,879.9000000000001,16,3,21,4.3559405940594065
581,2011-04-21,84879,248,380.72,16,3,21,1.5351612903225809
582,2011-04-26,21137,8,30.0,17,1,26,3.75
583,2011-04-26,22386,1,2.08,17,1,26,2.08
584,2011-04-26,22423,25,289.95,17,1,26,11.597999999999999
585,2011-04-26,47566,56,277.2,17,1,26,4.95
586,2011-04-26,84879,95,160.55,17,1,26,1.6900000000000002
587,2011-04-27,22386,121,217.68,17,2,27,1.79900826446281
589,2011-04-27,47566,92,415.40000000000003,17,2,27,4.515217391304348
590,2011-04-27,84879,88,148.72,17,2,27,1.69
591,2011-04-28,21137,28,96.36,17,3,28,3.4414285714285713
592,2011-04-28,22386,23,47.84,17,3,28,2.08
593,2011-04-28,22423,45,516.15,17,3,28,11.469999999999999
594,2011-04-28,47566,20,99.0,17,3,28,4.95
595,2011-04-28,84879,64,108.16,17,3,28,1.69
596,2011-05-01,21137,2,7.5,17,6,1,3.75
597,2011-05-01,22386,110,199.8,17,6,1,1.8163636363636364
598,2011-05-01,22423,5,63.75,17,6,1,12.75
599,2011-05-01,47566,19,94.05000000000001,17,6,1,4.95
600,2011-05-01,84879,1,1.69,17,6,1,1.69
601,2011-05-03,21137,314,1065.18,18,1,3,3.3922929936305732
602,2011-05-03,22386,20,41.6,18,1,3,2.08
603,2011-05-03,22423,32,379.2,18,1,3,11.85
604,2011-05-03,47566,151,647.45,18,1,3,4.287748344370861
605,2011-05-03,84879,52,87.88,18,1,3,1.69
606,2011-05-04,21137,76,259.08000000000004,18,2,4,3.408947368421053
607,2011-05-04,22386,3,6.24,18,2,4,2.08
608,2011-05-04,22423,11,140.25,18,2,4,12.75
609,2011-05-04,23298,154,642.3000000000001,18,2,4,4.170779220779221
610,2011-05-04,47566,217,946.1500000000001,18,2,4,4.360138248847926
611,2011-05-04,84879,96,162.24,18,2,4,1.6900000000000002
612,2011-05-05,22386,2,4.16,18,3,5,2.08
613,2011-05-05,22423,67,782.25,18,3,5,11.675373134328359
614,2011-05-05,23298,19,94.05000000000001,18,3,5,4.95
615,2011-05-05,47566,149,657.5500000000001,18,3,5,4.413087248322148
616,2011-05-05,84879,114,192.66,18,3,5,1.69
617,2011-05-06,21137,4,15.0,18,4,6,3.75
618,2011-05-06,22386,70,144.3,18,4,6,2.0614285714285714
619,2011-05-06,22423,37,446.54999999999995,18,4,6,12.068918918918918
620,2011-05-06,23298,87,390.65000000000003,18,4,6,4.490229885057472
621,2011-05-06,47566,115,529.25,18,4,6,4.602173913043479
622,2011-05-06,79321,104,521.2,18,4,6,5.011538461538462
623,2011-05-06,84879,120,202.8,18,4,6,1.6900000000000002
624,2011-05-08,22386,45,93.6,18,6,8,2.08
625,2011-05-08,22423,19,242.25,18,6,8,12.75
626,2011-05-08,23298,57,282.15000000000003,18,6,8,4.95
627,2011-05-08,47566,201,874.9499999999999,18,6,8,4.352985074626865
628,2011-05-08,84879,204,344.76,18,6,8,1.69
629,2011-05-09,21137,32,111.36,19,0,9,3.48
630,2011-05-09,22386,54,112.32000000000001,19,0,9,2.08
631,2011-05-09,22423,15,191.25,19,0,9,12.75
632,2011-05-09,23298,47,232.65000000000003,19,0,9,4.950000000000001
633,2011-05-09,47566,141,617.95,19,0,9,4.3826241134751776
634,2011-05-09,79321,8,46.0,19,0,9,5.75
635,2011-05-09,84879,40,67.6,19,0,9,1.69
636,2011-05-10,21137,24,81.36,19,1,10,3.39
637,2011-05-10,22086,12,35.400000000000006,19,1,10,2.9500000000000006
638,2011-05-10,22386,110,199.8,19,1,10,1.8163636363636364
639,2011-05-10,22423,30,382.5,19,1,10,12.75
640,2011-05-10,23084,2,4.16,19,1,10,2.08
641,2011-05-10,23298,107,489.65000000000003,19,1,10,4.576168224299066
642,2011-05-10,47566,278,1216.1000000000001,19,1,10,4.3744604316546765
643,2011-05-10,79321,40,210.8,19,1,10,5.2700000000000005
644,2011-05-10,84879,176,297.44,19,1,10,1.69
645,2011-05-11,22386,136,253.88,19,2,11,1.8667647058823529
646,2011-05-11,22423,54,623.7,19,2,11,11.55
647,2011-05-11,23084,208,382.18,19,2,11,1.8374038461538462
648,2011-05-11,23298,56,277.20000000000005,19,2,11,4.950000000000001
649,2011-05-11,47566,59,292.05,19,2,11,4.95
650,2011-05-11,79321,120,594.0,19,2,11,4.95
651,2011-05-11,84879,448,680.3199999999999,19,2,11,1.5185714285714285
652,2011-05-12,21137,8,30.0,19,3,12,3.75
653,2011-05-12,22386,20,41.6,19,3,12,2.08
655,2011-05-12,23084,93,179.52,19,3,12,1.9303225806451614
656,2011-05-12,23166,108,114.84,19,3,12,1.0633333333333335
657,2011-05-12,23298,99,450.05000000000007,19,3,12,4.545959595959597
658,2011-05-12,47566,158,694.1,19,3,12,4.393037974683544
659,2011-05-12,79321,4,23.0,19,3,12,5.75
660,2011-05-12,84879,360,570.0,19,3,12,1.5833333333333333
661,2011-05-13,21137,4,15.0,19,4,13,3.75
662,2011-05-13,22386,20,41.6,19,4,13,2.08
663,2011-05-13,22423,73,844.3499999999999,19,4,13,11.566438356164383
664,2011-05-13,23084,28,58.24,19,4,13,2.08
665,2011-05-13,23166,84,94.92,19,4,13,1.1300000000000001
666,2011-05-13,23298,71,351.45000000000005,19,4,13,4.950000000000001
667,2011-05-13,47566,8,39.6,19,4,13,4.95
668,2011-05-13,79321,10,57.5,19,4,13,5.75
669,2011-05-13,84879,109,184.21,19,4,13,1.6900000000000002
670,2011-05-15,21137,2,7.5,19,6,15,3.75
671,2011-05-15,22386,10,20.8,19,6,15,2.08
672,2011-05-15,22423,2,25.5,19,6,15,12.75
673,2011-05-15,23084,3,6.24,19,6,15,2.08
674,2011-05-15,23298,17,84.15,19,6,15,4.95
675,2011-05-15,47566,7,34.650000000000006,19,6,15,4.950000000000001
676,2011-05-15,84879,44,74.36,19,6,15,1.69
677,2011-05-16,21137,28,96.36,20,0,16,3.4414285714285713
678,2011-05-16,22386,21,43.68,20,0,16,2.08
679,2011-05-16,22423,50,579.9,20,0,16,11.597999999999999
680,2011-05-16,23084,30,62.400000000000006,20,0,16,2.08
681,2011-05-16,23166,84,94.92,20,0,16,1.1300000000000001
682,2011-05-16,23298,77,381.15000000000003,20,0,16,4.95
683,2011-05-16,47566,134,583.3000000000001,20,0,16,4.352985074626866
684,2011-05-16,79321,19,109.25,20,0,16,5.75
685,2011-05-16,84879,64,108.16,20,0,16,1.69
686,2011-05-17,21137,8,30.0,20,1,17,3.75
687,2011-05-17,22386,12,24.96,20,1,17,2.08
688,2011-05-17,22423,44,406.0,20,1,17,9.227272727272727
689,2011-05-17,23084,78,162.24,20,1,17,2.08
690,2011-05-17,23298,132,573.4000000000001,20,1,17,4.343939393939395
691,2011-05-17,47566,128,553.6,20,1,17,4.325
692,2011-05-17,84879,168,283.91999999999996,20,1,17,1.6899999999999997
693,2011-05-18,22386,10,20.8,20,2,18,2.08
694,2011-05-18,22423,16,204.0,20,2,18,12.75
695,2011-05-18,23084,48,92.88,20,2,18,1.9349999999999998
696,2011-05-18,23166,252,264.6,20,2,18,1.05
697,2011-05-18,23298,90,405.5,20,2,18,4.5055555555555555
698,2011-05-18,47566,74,366.3,20,2,18,4.95
699,2011-05-18,79321,13,74.75,20,2,18,5.75
700,2011-05-18,84879,128,216.32,20,2,18,1.69
701,2011-05-19,22386,30,62.400000000000006,20,3,19,2.08
702,2011-05-19,22423,110,1258.5,20,3,19,11.440909090909091
703,2011-05-19,23084,45,93.60000000000001,20,3,19,2.08
704,2011-05-19,23166,14,17.5,20,3,19,1.25
705,2011-05-19,23298,121,558.95,20,3,19,4.619421487603306
706,2011-05-19,47566,81,400.95000000000005,20,3,19,4.95
707,2011-05-19,84879,48,81.12,20,3,19,1.6900000000000002
708,2011-05-20,22386,50,104.0,20,4,20,2.08
709,2011-05-20,22423,54,630.9,20,4,20,11.683333333333334
710,2011-05-20,23084,12,24.96,20,4,20,2.08
711,2011-05-20,23166,12,15.0,20,4,20,1.25
712,2011-05-20,23298,99,450.05000000000007,20,4,20,4.545959595959597
713,2011-05-20,47566,181,815.95,20,4,20,4.508011049723757
714,2011-05-20,79321,8,46.0,20,4,20,5.75
715,2011-05-20,84879,136,229.84,20,4,20,1.69
716,2011-05-22,22386,22,44.46,20,6,22,2.020909090909091
717,2011-05-22,22423,12,153.0,20,6,22,12.75
718,2011-05-22,23084,30,55.44,20,6,22,1.8479999999999999
719,2011-05-22,23166,27,33.75,20,6,22,1.25
720,2011-05-22,23298,58,287.1,20,6,22,4.95
721,2011-05-22,47566,77,381.15000000000003,20,6,22,4.95
722,2011-05-22,79321,4,23.0,20,6,22,5.75
723,2011-05-22,84879,43,72.67,20,6,22,1.69
724,2011-05-23,22386,24,49.92,21,0,23,2.08
725,2011-05-23,22423,12,153.0,21,0,23,12.75
726,2011-05-23,23084,8,16.64,21,0,23,2.08
727,2011-05-23,23166,99,103.59,21,0,23,1.0463636363636364
728,2011-05-23,23298,50,247.5,21,0,23,4.95
729,2011-05-23,47566,176,751.2,21,0,23,4.2681818181818185
730,2011-05-23,79321,25,124.55000000000001,21,0,23,4.982
731,2011-05-23,84879,116,196.04,21,0,23,1.69
732,2011-05-24,22386,25,52.0,21,1,24,2.08
733,2011-05-24,22423,18,229.5,21,1,24,12.75
734,2011-05-24,23084,55,107.44,21,1,24,1.9534545454545453
735,2011-05-24,23166,12,15.0,21,1,24,1.25
736,2011-05-24,23298,31,153.45000000000002,21,1,24,4.95
737,2011-05-24,47566,95,430.25,21,1,24,4.528947368421052
738,2011-05-24,84879,100,169.0,21,1,24,1.69
739,2011-05-25,22386,54,112.32000000000001,21,2,25,2.08
740,2011-05-25,22423,30,353.7,21,2,25,11.79
741,2011-05-25,23084,78,148.32,21,2,25,1.9015384615384614
742,2011-05-25,23166,28,35.0,21,2,25,1.25
743,2011-05-25,23298,30,148.5,21,2,25,4.95
744,2011-05-25,47566,178,761.1,21,2,25,4.275842696629214
745,2011-05-25,79321,28,141.8,21,2,25,5.064285714285715
746,2011-05-25,84879,29,49.01,21,2,25,1.69
747,2011-05-26,22386,302,541.16,21,3,26,1.7919205298013243
748,2011-05-26,22423,37,414.15,21,3,26,11.193243243243243
749,2011-05-26,23084,263,547.0400000000001,21,3,26,2.0800000000000005
750,2011-05-26,23166,12,15.0,21,3,26,1.25
751,2011-05-26,23298,30,148.5,21,3,26,4.95
752,2011-05-26,47566,56,277.20000000000005,21,3,26,4.950000000000001
753,2011-05-26,84879,264,407.76,21,3,26,1.5445454545454544
754,2011-05-27,22386,123,226.84,21,4,27,1.8442276422764228
755,2011-05-27,22423,58,653.0999999999999,21,4,27,11.260344827586206
756,2011-05-27,23084,32,66.56,21,4,27,2.08
757,2011-05-27,23166,60,64.92,21,4,27,1.082
758,2011-05-27,23298,24,118.80000000000001,21,4,27,4.95
759,2011-05-27,47566,169,716.5500000000001,21,4,27,4.239940828402367
760,2011-05-27,79321,15,86.25,21,4,27,5.75
761,2011-05-27,84879,16,27.04,21,4,27,1.69
762,2011-05-29,22386,10,20.8,21,6,29,2.08
763,2011-05-29,22423,3,38.25,21,6,29,12.75
764,2011-05-29,23084,10,20.8,21,6,29,2.08
765,2011-05-29,23298,14,69.30000000000001,21,6,29,4.950000000000001
766,2011-05-29,47566,8,39.6,21,6,29,4.95
767,2011-05-29,79321,2,11.5,21,6,29,5.75
768,2011-05-29,84879,40,67.6,21,6,29,1.69
769,2011-05-31,22386,25,52.0,22,1,31,2.08
770,2011-05-31,22423,42,477.9,22,1,31,11.378571428571428
771,2011-05-31,23084,74,133.04,22,1,31,1.7978378378378377
772,2011-05-31,23298,79,351.05,22,1,31,4.4436708860759495
